,titles,dates
342,"On the variations of the principal eigenvalue with respect to a
  parameter in growth-fragmentation models",2016-01-11
343,Probing the diffractive production of gauge bosons at forward rapidities,2016-10-03
344,"Integrated Brier Score based Survival Cobra -- A regression based
  approach",2022-10-21
345,"Spectral bounds for exit times on metric measure Dirichlet spaces and
  applications",2022-11-10
346,"A Comprehensive Framework for Evaluating Time to Event Predictions using
  the Restricted Mean Survival Time",2023-06-28
347,"Conformalized Survival Distributions: A Generic Post-Process to Increase
  Calibration",2024-05-12
348,"A new method for clustered survival data]{A new method for clustered
  survival data: Estimation of treatment effect heterogeneity and variable
  selection",2022-06-16
349,"A Deep Learning Model with Radiomics Analysis Integration for
  Glioblastoma Post-Resection Survival Prediction",2022-03-11
350,"Simplifying Causal Mediation Analysis for Time-to-Event Outcomes using
  Pseudo-Values",2024-11-26
351,Differentially Private Regression for Discrete-Time Survival Analysis,2017-08-24
352,"Performance Evaluation of Transcriptomics Data Normalization for
  Survival Risk Prediction",2021-02-08
353,"DeepMMSA: A Novel Multimodal Deep Learning Method for Non-small Cell
  Lung Cancer Survival Analysis",2021-06-12
354,"Interpretable machine learning for time-to-event prediction in medicine
  and healthcare",2023-03-17
355,Interpretable Machine Learning for Survival Analysis,2024-03-15
356,"CoxKAN: Kolmogorov-Arnold Networks for Interpretable, High-Performance
  Survival Analysis",2024-09-06
357,"MENSA: A Multi-Event Network for Survival Analysis with Trajectory-based
  Likelihood Estimation",2024-09-10
358,"An Interpretable Web-based Glioblastoma Multiforme Prognosis Prediction
  Tool using Random Forest Model",2021-08-30
359,"What Risk Factors to Cause Long COVID and Its Impact on Patient Survival
  Outcomes when Combined with the Effect from Organ Transplantation in the
  Acute COVID",2023-05-13
360,"MixEHR-SurG: a joint proportional hazard and guided topic model for
  inferring mortality-associated topics from electronic health records",2023-12-20
361,"Multifractal fluctuations in the survival probability of an open quantum
  system",2006-10-02
362,Coarse-Grained Probabilistic Automata Mimicking Chaotic Systems,2003-07-28
363,Global Attractor in Competitive Lotka-Volterra Systems,2007-11-21
364,"Longitudinal Data with Follow-up Truncated by Death: Match the Analysis
  Method to Research Aims",2010-01-15
365,Vacuum Energy Decay,2011-11-09
366,"Robustness of Exponential Dichotomies of Boundary-Value Problems for
  General First-Order Hyperbolic Systems",2013-02-07
367,A survival guide for feeble fish,2016-05-05
368,"A Causal Mediation Model for Longitudinal Mediators and Survival
  Outcomes with an Application to Animal Behavior",2021-04-16
369,Treatment-Response Analysis of Tumor as A Quantum Particle,2023-04-30
370,Bayesian Multiscale Analysis of the Cox Model,2022-05-25
371,Conformalized Survival Analysis,2021-03-17
372,Child Care Provider Survival Analysis,2022-08-03
373,$^{180}$Ta production in the classical s-process,2002-07-04
374,"On The Violation Of Marshall-Peierls Sign Rule In The Frustrated
  $J_{1}-J_{2}$ Heisenberg Antiferromagnet",1994-07-08
375,Charmonium near the deconfining transition on the lattice,2002-12-04
376,Non-adiabatic oscillations of supernova neutrinos,2001-11-20
377,Estimation in a class of semiparametric transformation models,2005-11-21
378,"Exclusive $J/ψ$ production at the LHC in the $k_T$ factorization
  approach",2016-11-11
379,"Quantum resonances and analysis of the survival amplitude in the
  nonlinear Winter's model",2023-04-06
380,A note on promotion time cure models with a new biological consideration,2024-08-30
381,"Wavelet feature extraction and genetic algorithm for biomarker detection
  in colorectal cancer data",2013-05-31
382,Statistical Inference on the Cure Time,2020-09-28
383,"A Bayesian framework for patient-level partitioned survival cost-utility
  analysis",2020-11-21
384,"Time-dependent mediators in survival analysis: Modelling direct and
  indirect effects with the additive hazards model",2020-11-26
385,"A hybrid CNN-RNN approach for survival analysis in a Lung Cancer
  Screening study",2023-03-19
386,"BioFusionNet: Deep Learning-Based Survival Risk Stratification in ER+
  Breast Cancer Through Multifeature and Multimodal Data Fusion",2024-02-16
387,"A multiple imputation approach to distinguish curative from
  life-prolonging effects in the presence of missing covariates",2024-08-29
388,Penalized integrative analysis under the accelerated failure time model,2015-01-11
389,"Integrating Phase 2 into Phase 3 based on an Intermediate Endpoint While
  Accounting for a Cure Proportion -- with an Application to the Design of a
  Clinical Trial in Acute Myeloid Leukemia",2019-01-04
390,"From Non-Paying to Premium: Predicting User Conversion in Video Games
  with Ensemble Learning",2019-06-25
391,"4D VQ-GAN: Synthesising Medical Scans at Any Time Point for Personalised
  Disease Progression Modelling of Idiopathic Pulmonary Fibrosis",2025-02-08
392,"How mature are survival data at the time of an interim analysis in a
  clinical trial with a survival outcome?",2023-05-06
393,"Deep Attentive Survival Analysis in Limit Order Books: Estimating Fill
  Probabilities with Convolutional-Transformers",2023-06-08
394,"The Game of Poker Chips, Dominoes and Survival",2019-07-05
395,"Bayesian Arc Length Survival Analysis Model (BALSAM): Theory and
  Application to an HIV/AIDS Clinical Trial",2022-12-13
396,"Survival chances of a prey swarm: how the cooperative interaction range
  affects the outcome",2019-10-23
397,"Survival analysis under non-proportional hazards: investigating
  non-inferiority or equivalence in time-to-event data",2020-09-14
398,Semiparametric Modeling for Multivariate Survival Data via Copulas,2022-03-07
399,"A defective cure rate quantile regression model for male breast cancer
  data",2021-05-08
400,"The Effect of Geometry on Survival and Extinction in a Moving-Boundary
  Problem Motivated by the Fisher-KPP Equation",2022-01-17
401,"A Latent Space Model for HLA Compatibility Networks in Kidney
  Transplantation",2022-11-04
402,"pencal: an R Package for the Dynamic Prediction of Survival with Many
  Longitudinal Predictors",2023-09-27
403,Joint model for longitudinal and spatio-temporal survival data,2023-11-07
404,"Analysis of spatially clustered survival data with unobserved covariates
  using SBART",2024-11-10
405,"Gene-MOE: A sparsely gated prognosis and classification framework
  exploiting pan-cancer genomic information",2023-11-29
406,Analysis of trends in human longevity by new model,2004-02-05
407,"Data Survivability in Networks of Mobile Robots in Urban Disaster
  Environments",2012-10-23
408,"Extending the Archimedean copula methodology to model multivariate
  survival data grouped in clusters of variable size",2014-01-09
409,"Covariate dimension reduction for survival data via the Gaussian process
  latent variable model",2014-06-03
410,"A tale of two clusters: dynamical history determines disc survival in
  Tr14 and Tr16 in the Carina Nebula",2019-04-22
411,"How to model honeybee population dynamics: stage structure and
  seasonality",2020-03-22
412,"Improved Non-parametric Penalized Maximum Likelihood Estimation for
  Arbitrarily Censored Survival Data",2021-08-04
413,"Propensity Score Weighting Analysis of Survival Outcomes Using
  Pseudo-observations",2021-02-28
414,"Survival prediction of head and neck squamous cell carcinoma using
  machine learning models",2021-05-16
415,"A flexible approach for causal inference with multiple treatments and
  clustered survival outcomes",2022-02-16
416,"Z-residual diagnostics for detecting misspecification of the functional
  form of covariates for shared frailty models",2023-02-17
417,RMST-based multiple contrast tests in general factorial designs,2023-08-16
418,"Propensity weighting plus adjustment in proportional hazards model is
  not doubly robust",2023-10-24
419,"SELECTOR: Heterogeneous graph network with convolutional masked
  autoencoder for multimodal robust prediction of cancer survival",2024-03-14
420,"Region-specific Risk Quantification for Interpretable Prognosis of
  COVID-19",2024-05-05
421,"Modulation of neutral interstellar He, Ne, O in the heliosphere.
  Survival probabilities and abundances at IBEX",2013-06-19
422,"Data-driven competitive facilitative tree interactions and their
  implications on nature-based solutions",2018-10-09
423,"Hierarchical False Discovery Rate Control for High-dimensional Survival
  Analysis with Interactions",2023-11-23
424,"Evidence for Observation of Color Transparency in pa Collisions Using
  Global Fit and Scaling Law Analysis",1993-05-26
425,CDF and Survival Function Estimation with Infinite-Order Kernels,2009-03-17
426,"Reliability analysis of general phased mission systems with a new
  survival signature",2018-07-24
427,"Numerical investigation and factor analysis of the spatial-temporal
  multi-species competition problem",2022-09-07
428,Online Learning Approach for Survival Analysis,2024-02-07
429,"Minimum survival probabilities in a two-dimensional risk model perturbed
  by diffusion",2013-08-29
430,JointAI: Joint Analysis and Imputation of Incomplete Data in R,2019-07-25
431,"Correlation-Adjusted Regression Survival Scores for High-Dimensional
  Variable Selection",2018-02-22
432,"Survival Prediction from Imbalance colorectal cancer dataset using
  hybrid sampling methods and tree-based classifiers",2023-09-04
433,Leveraging Propagated Infection to Crossfire Mutants,2024-11-14
434,Informed Bayesian survival analysis,2021-12-15
435,"Privacy-Preserving Mechanisms for Parametric Survival Analysis with
  Weibull Distribution",2017-07-02
436,Positive-Unlabelled Survival Data Analysis,2020-11-26
437,Copula Entropy based Variable Selection for Survival Analysis,2022-09-04
438,A General Machine Learning Framework for Survival Analysis,2020-06-27
439,"MiRank: A bioinformatics tool for gene/miRNA ranking and pathway
  profiling with TCGA-KEGG data sets",2012-10-01
440,Spacecraft design optimisation for demise and survivability,2019-10-11
441,"An automatic deep learning-based workflow for glioblastoma survival
  prediction using pre-operative multimodal MR images",2020-01-30
442,Dust Survival in Galactic Winds,2024-03-06
443,"A Critical Examination on L/E Analysis in the Underground Detectors with
  a Computer Numerical Experiment Part 1",2013-07-04
444,"Testing the LMA solution with solar neutrinos independently of solar
  models",2005-01-26
445,Leptonic CP Violation Search and the Ambiguity of dm^2_31,2005-10-07
446,"A stochastic evolutionary model generating a mixture of exponential
  distributions",2015-11-27
447,"Flexible objective Bayesian linear regression with applications in
  survival analysis",2016-05-06
448,Radiologic Image-based Statistical Shape Analysis of Brain Tumors,2017-02-03
449,Deep neural network models for computational histopathology: A survey,2019-12-28
450,The risk of death in newborn businesses during the first years in market,2020-11-23
451,"Mortality Analysis of Early COVID-19 Cases in the Philippines Based on
  Observed Demographic and Clinical Characteristics",2021-06-03
452,Probabilistic Stability Assessment for Active Distribution Grids,2021-06-17
453,Texture features in medical image analysis: a survey,2022-08-02
454,Deep Learning for Survival Analysis: A Review,2023-05-24
455,"The universality of physical images at relative timescales on multiplex
  networks",2024-01-29
456,"A novel methodological framework for the analysis of health trajectories
  and survival outcomes in heart failure patients",2024-03-05
457,"Asymptotic results for maximum likelihood estimators in joint analysis
  of repeated measurements and survival time",2006-02-11
