,titles,dates
336,On a Shape-Invariant Hazard Regression Model,2016-03-22
337,"Improved Likelihood Estimation for the Generalized Extreme Value and the
  Inverse Gaussian Lifetime Distributions",2016-03-28
338,"SemiCompRisks: An R Package for Independent and Cluster-Correlated
  Analyses of Semi-Competing Risks Data",2018-01-10
339,"MEGH: A parametric class of general hazard models for clustered survival
  data",2022-05-02
340,"Variable Selection for Survival Data with A Class of Adaptive Elastic
  Net Techniques",2013-12-07
341,"Inference for a Step-Stress Model With Type-II and Progressive Type-II
  Censoring and Lognormally Distributed Lifetimes",2020-05-14
342,"Bayesian Structural Equation Modeling in Multiple Omics Data Integration
  with Application to Circadian Genes",2021-12-06
343,"Robust inference for intermittently-monitored step-stress tests under
  Weibull lifetime distributions",2022-07-05
344,"Dynamic Treatment Regimes using Bayesian Additive Regression Trees for
  Censored Outcomes",2022-10-24
345,HiddenGems: Efficient safety boundary detection with active learning,2022-10-25
346,"Achieving Unit-Consistent Pseudo-Inverse-based Path-Planning for
  Redundant Incommensurate Robotic Manipulators",2023-08-05
347,"Hierarchical False Discovery Rate Control for High-dimensional Survival
  Analysis with Interactions",2023-11-23
348,Interval-censored linear quantile regression,2024-04-17
349,Optimizing Sensor Network Design for Multiple Coverage,2024-05-15
350,"StraightLine: An End-to-End Resource-Aware Scheduler for Machine
  Learning Application Requests",2024-07-25
351,Is Ball Lightning a Signal of Magnetic Monopoles?,2024-10-31
352,"Most probable failure scenario in a model power grid with random power
  demand",2013-09-28
353,"Impact of Link Failures on the Performance of MapReduce in Data Center
  Networks",2018-08-18
354,"Towards Runtime Verification via Event Stream Processing in Cloud
  Computing Infrastructures",2020-10-13
355,"Automating Microservices Test Failure Analysis using Kubernetes Cluster
  Logs",2023-06-13
356,"Limit theorems for runs containing two types of contaminations. Paper
  with detailed proofs",2023-09-20
357,Modeling Common Cause Failure in Dynamic PRA,2024-06-13
358,Estimating Failure in Brittle Materials using Graph Theory,2018-07-30
359,Ramsey interferometry as a witness of acceleration radiation,2020-08-04
360,"Extitation of wakefield by a laser pulse in a metallic-density electron
  plasma",2020-01-05
361,"An Integrated Cyber-Physical Risk Assessment Framework for Worst-Case
  Attacks in Industrial Control Systems",2023-04-14
362,Amplitude dependent orbital period in alternating gradient accelerators,2016-01-12
363,The Weakest Failure Detector for Eventual Consistency,2015-05-13
364,Failure Prediction for Autonomous Driving,2018-05-04
365,Local Fast Rerouting with Low Congestion: A Randomized Approach,2020-09-03
366,"A Data Augmented Bayesian Network for Node Failure Prediction in Optical
  Networks",2021-02-06
367,The ensemble Kalman filter for rare event estimation,2021-06-18
368,Pairwise Reachability Oracles and Preservers under Failures,2021-10-22
369,"Quantification of Distributionally Robust Risk of Cascade of Failures in
  Platoon of Vehicles",2023-09-10
370,Power Failure Cascade Prediction using Graph Neural Networks,2024-04-24
371,"TeV/m Nano-Accelerator: Current Status of CNT-Channeling Acceleration
  Experiment",2017-05-04
372,"Multi-Valued Connected Consensus: A New Perspective on Crusader
  Agreement and Adopt-Commit",2023-08-09
373,"Algorithms for Optimal Replica Placement Under Correlated Failure in
  Hierarchical Failure Domains",2017-01-06
374,"Sequential hybrid finite element and material point method to simulate
  slope failures",2024-07-06
375,"Comprehensive coverage of particle acceleration and kinetic feedback
  from the stellar mass black hole V404 Cygni",2022-06-20
376,Late-time Cosmic Dynamics from M-theory,2003-11-19
377,"Concurrent risks of dam failure due to internal degradation, strong
  winds, snow and drought",2017-05-31
378,"Risk prediction for prostate cancer recurrence through regularized
  estimation with simultaneous adjustment for nonlinear clinical effects",2011-11-23
379,Temperature evolution of magnetic flux rope in a failed solar eruption,2014-02-07
380,Monocular Real-Time Volumetric Performance Capture,2020-07-28
381,"Exploration of lane-changing duration for heavy vehicles and passenger
  cars: a survival analysis approach",2021-08-08
382,Bayesian Survival Analysis Using the rstanarm R Package,2020-02-22
383,Functional Causal Inference with Time-to-Event Data,2023-04-24
384,"Saturation of uncertainty relations for twisted acceleration-enlarged
  Newton-Hooke space-times",2011-09-07
385,"Recovery from Link Failures in Networks with Arbitrary Topology via
  Diversity Coding",2011-06-02
386,"Dynamic Risk-Adjusted Monitoring of Time Between Events: Applications of
  NHPP in Pipeline Accident Surveillance",2025-01-21
387,A Variational Perspective on Accelerated Methods in Optimization,2016-03-14
388,Transversely pumped laser driven particle accelerator,2025-01-21
389,Efficient Black-box Assessment of Autonomous Vehicle Safety,2019-12-08
390,"Estimation of fatigue life of TiN coatings using cyclic micro-impact
  testing",2023-09-26
391,"Geometric analysis on the unidirectionality of the pulmonary veins for
  atrial reentry",2013-10-08
392,On the anomalous acceleration of Pioneer spacecraft,2005-04-22
393,"An Improved Multiple Faults Reassignment based Recovery in Cluster
  Computing",2011-02-13
394,An Interaction Model for Simulation and Mitigation of Cascading Failures,2014-01-03
395,"Building a fault tolerant application using the GASPI communication
  layer",2015-05-18
396,"Off-fault damage characterisation during and after experimental
  quasi-static and dynamic rupture in crustal rock from laboratory P-wave
  tomography and microstructures",2020-07-19
397,"FaultFace: Deep Convolutional Generative Adversarial Network (DCGAN)
  based Ball-Bearing Failure Detection Method",2020-07-30
398,"Finding Failures in High-Fidelity Simulation using Adaptive Stress
  Testing and the Backward Algorithm",2021-07-27
399,"The Life and Death of SSDs and HDDs: Similarities, Differences, and
  Prediction Models",2020-12-22
400,Heterogeneous recovery from large scale power failures,2020-12-31
401,Competence-Aware Path Planning via Introspective Perception,2021-09-28
402,Rare event failure test case generation in Learning-Enabled-Controllers,2022-06-11
403,Algorithms for Acyclic Weighted Finite-State Automata with Failure Arcs,2023-01-17
404,"On the Diagnosis of Flaky Job Failures: Understanding and Prioritizing
  Failure Categories",2025-01-09
405,"A thought experiment on Quantum Mechanics and Distributed Failure
  Detection",2003-09-15
406,"Shrink or Substitute: Handling Process Failures in HPC Systems using
  In-situ Recovery",2018-01-14
407,"CARE: Cooperative Autonomy for Resilience and Efficiency of Robot Teams
  for Complete Coverage of Unknown Environments under Robot Failures",2019-05-29
408,"SD-FFR: Software Defined Fast Failure Recovery Mechanism in the
  Automatic Warehouse",2020-06-03
409,"Rapid Recovery from Robot Failures in Multi-Robot Visibility-Based
  Pursuit-Evasion",2021-04-08
410,FloMore: Meeting bandwidth requirements of flows,2021-08-06
411,"Attempt to Predict Failure Case Classification in a Failure Database by
  using Neural Network Models",2021-08-29
412,"Adaptive Stress Testing with Reward Augmentation for Autonomous Vehicle
  Validation",2019-08-02
413,Early prediction of respiratory failure in the intensive care unit,2021-05-12
414,"Lower and upper bounds of the superposition of renewal processes and
  extensions",2022-08-23
415,Diffusion-based Time Series Data Imputation for Microsoft 365,2023-08-03
416,"Comparative Benchmarking of Failure Detection Methods in Medical Image
  Segmentation: Unveiling the Role of Confidence Aggregation",2024-06-05
417,Learning-Guided Fuzzing for Testing Stateful SDN Controllers,2024-11-13
418,"Phase space of multi-fluid universe in $F(T)$-gravity and some
  enhancements for the oscillating interaction model",2021-01-13
419,"Algorithmic Strategies for Sustainable Reuse of Neural Network
  Accelerators with Permanent Faults",2024-12-17
420,Evolution of the SPS Power Converter Controls towards the LHC Era,2001-11-20
421,"A Robust Approach for Identifying Gene-Environment Interactions for
  Prognosis",2015-05-14
422,"An Unified Semiparametric Approach to Model Lifetime Data with Crossing
  Survival Curves",2019-10-10
423,"Report on power, thermal and reliability prediction for 3D
  Networks-on-Chip",2020-03-19
424,"Assessing the dynamic vulnerability of an urban rail transit system and
  a case study of Beijing, China",2022-09-15
425,Cautionary Tales on Synthetic Controls in Survival Analyses,2023-12-01
426,"VeriBug: An Attention-based Framework for Bug-Localization in Hardware
  Designs",2024-01-17
427,O1 Replication Journey: A Strategic Progress Report -- Part 1,2024-10-08
428,"Hysteresis and Duration Dependence of Financial Crises in the US:
  Evidence from 1871-2016",2016-10-02
429,"Additive Bayesian variable selection under censoring and
  misspecification",2019-07-31
430,"Two-level Bayesian interaction analysis for survival data incorporating
  pathway information",2021-09-22
431,"A flexible approach for causal inference with multiple treatments and
  clustered survival outcomes",2022-02-16
432,"From Clean Room to Machine Room: Commissioning of the First-Generation
  BrainScaleS Wafer-Scale Neuromorphic System",2023-03-22
433,Importance Sparsification for Sinkhorn Algorithm,2023-06-11
434,"End-to-end Driving in High-Interaction Traffic Scenarios with
  Reinforcement Learning",2024-10-03
435,First muon acceleration using a radio frequency accelerator,2018-03-21
436,On cosmic acceleration in four dimensional Einstein-Gauss-Bonnet gravity,2020-05-19
437,"Scalable, Interpretable Distributed Protocol Verification by Inductive
  Proof Slicing",2024-04-28
438,"Re-examination of log-periodicity observed in the seismic precursors of
  the 1989 Loma Prieta earthquake",2000-07-28
439,"Monitoring the Seismic Behavior of a Scaled RC Frame with Intermediate
  Ductility in a Shaking Table Test",2024-03-03
440,Ranking-Based Physics-Informed Line Failure Detection in Power Grids,2022-08-31
441,"A note on the constant characteristic time of failure incubation
  processes under various high-rate loads",2023-01-19
442,"Cosmic ray acceleration at relativistic and ultrarelativistic shock
  waves",2000-05-04
443,Online detection of failures generated by storage simulator,2021-01-18
444,"Data-driven method for real-time prediction and uncertainty
  quantification of fatigue failure under stochastic loading using artificial
  neural networks and Gaussian process regression",2021-03-11
445,"Feasibility study of channeling acceleration experiment at the Fermilab
  ASTA facility",2015-02-06
446,"Acceleration effect and the possibility of its observation in
  neutron-optical experiment",2022-10-18
447,Radiative Losses in Plasma Accelerators,2007-05-31
448,"What is my math transformer doing? -- Three results on interpretability
  and generalization",2022-10-31
449,Anomalous Creep as a Precursor to Failure in Granular Materials,2025-02-04
450,"Conception design of helium ion FFAG accelerator with induction
  accelerating cavity",2013-05-12
451,On radiative damping in plasma-based accelerators,2012-05-11
452,"Survival Analysis Using a 5-Step Stratified Testing and Amalgamation
  Routine in Randomized Clinical Trials",2020-04-28
