,titles,dates
339,"Generalized Bayesian Additive Regression Trees for Restricted Mean
  Survival Time Inference",2024-02-27
340,"Enhancing Uncertainty Quantification in Drug Discovery with Censored
  Regression Labels",2024-09-06
341,Diffusion-aware Censored Gaussian Processes for Demand Modelling,2025-01-21
342,"High-dimensional censored MIDAS logistic regression for corporate
  survival forecasting",2025-02-13
343,CENSORS: The VLT/VLA mJy source survey for high redshift AGN evolution,2004-03-26
344,Single-index Regression models with right-censored responses,2008-03-07
345,Nonparametric quantile regression for twice censored data,2010-07-20
346,"Fisher information matrix for three-parameter exponentiated-Weibull
  distribution under type II censoring",2011-02-01
347,Queues with Censored Demand and Autoregressive Net Input,2011-04-25
348,"Parameter Estimation from Censored Samples using the
  Expectation-Maximization Algorithm",2012-03-17
349,A quantile regression estimator for censored data,2013-02-01
350,Unavoidable collections of balls for censored stable processes,2013-11-04
351,"Modelling cross-border systemic risk in the European banking sector: a
  copula approach",2014-11-05
352,"Bayesian Analysis of Modified Weibull distribution under progressively
  censored competing risk model",2016-05-21
353,"A new simple and powerful normality test for progressively Type-II
  censored data",2017-04-22
354,"$L_p$ and almost sure convergence of estimation on heavy tail index
  under random censoring",2018-08-24
355,Coloured Tobit Kalman Filter,2020-07-30
356,"Data Transformations and Goodness-of-Fit Tests for Type-II Right
  Censored Samples",2013-12-11
357,Hoeffding-Type and Bernstein-Type Inequalities for Right Censored Data,2019-03-05
358,"Counting processes in $p$-variation with applications to recurrent
  events",2019-03-08
359,Learning to Sample from Censored Markov Random Fields,2021-01-15
360,Two-stage least squares with a randomly right censored outcome,2021-10-11
361,Censored Quantile Regression with Many Controls,2023-03-05
362,"Asymptotic Normality of an M-estimator of regression function for
  truncated-censored data under alpha-mixing condition",2023-05-07
363,"Dependent censoring with simultaneous death times based on the
  Generalized Marshall-Olkin model",2023-09-07
364,"Nonparametric Estimation and Comparison of Distance Distributions from
  Censored Data",2023-11-05
365,Random Survival Forest for Censored Functional Data,2024-07-22
366,Measuring DNS Censorship of Generative AI Platforms,2024-12-18
367,Right-censored models on massive data,2025-01-31
368,"An Empirical approach to Survival Density Estimation for
  randomly-censored data using Wavelets",2017-09-27
369,"Energy-Efficient Sensor Censoring for Compressive Distributed Sparse
  Signal Recovery",2017-12-05
370,Randomization inference with general interference and censoring,2018-03-06
371,"Deep Learning for Quantile Regression under Right Censoring:
  DeepQuantreg",2020-07-14
372,Neural Model-based Optimization with Right-Censored Observations,2020-09-29
373,"Randomization-based Test for Censored Outcomes: A New Look at the
  Logrank Test",2021-07-06
374,Mechanisms for Global Differential Privacy under Bayesian Data Synthesis,2022-05-10
375,"On Dealing with Censored Largest Observations under Weighted Least
  Squares",2013-12-09
376,"Additive Bayesian variable selection under censoring and
  misspecification",2019-07-31
377,Harpocrates: Anonymous Data Publication in Named Data Networking,2022-01-16
378,An instrumental variable approach under dependent censoring,2022-08-08
379,Conformalized survival analysis with adaptive cutoffs,2022-11-02
380,"On the Role of Volterra Integral Equations in Self-Consistent,
  Product-Limit, Inverse Probability of Censoring Weighted, and
  Redistribution-to-the-Right Estimators for the Survival Function",2023-01-21
381,"Deep Copula-Based Survival Analysis for Dependent Censoring with
  Identifiability Guarantees",2023-12-24
382,"Learning Decisions Offline from Censored Observations with
  ε-insensitive Operational Costs",2024-08-14
383,"Censored Data Forecasting: Applying Tobit Exponential Smoothing with
  Time Aggregation",2024-09-09
384,"Robust and efficient estimation in the presence of a randomly censored
  covariate",2024-09-12
385,"Comment: Complex Causal Questions Require Careful Model Formulation:
  Discussion of Rubin on Experiments with ""Censoring"" Due to Death",2006-12-27
386,"Rejoinder to Causal Inference Through Potential Outcomes and Principal
  Stratification: Application to Studies with ""Censoring"" Due to Death",2006-12-27
387,Testing additivity in nonparametric regression under random censorship,2008-02-07
388,Weak Pullbacks of Topological Groupoids,2011-01-17
389,"A Branching-selection process related to censored Galton-Walton
  processes",2011-11-04
390,"A von Neumann Alternating Method for Finding Common Solutions to
  Variational Inequalities",2012-02-03
391,Time-dependent AUC with right-censored data: a survey study,2012-10-25
392,"Censoring Distances Based on Labeled Cortical Distance Maps in Cortical
  Morphometry",2013-01-20
393,Controlled Query Evaluation for Datalog and OWL 2 Profile Ontologies,2015-04-24
394,"Discussion of ""Nonparametric generalized fiducial inference for survival
  functions under censoring""",2019-05-21
395,"Bayesian estimation of a competing risk model based on Weibull and
  exponential distributions under right censored data",2021-01-10
396,"A new goodness of fit test for uniform distribution with censored
  observations",2021-06-11
397,"Modelling structural zeros in compositional data via a zero-censored
  multivariate normal model",2022-08-27
398,"A new non-parametric estimator of the cumulative distribution function
  under time-and random-censoring",2023-07-10
399,On a theory of martingales for censoring,2024-03-05
400,Monotonicity of the over-rotation intervals for bimodal maps,2021-03-04
401,Maximum Cut on Interval Graphs of Interval Count Two is NP-complete,2022-03-13
402,"Exponential decay of correlations for surface semi-flows without finite
  Markov partitions",2003-11-17
403,Interval decomposition lattices are balanced,2013-06-24
404,"Estimating marginal survival function by adjusting for dependent
  censoring using many covariates",2004-09-10
405,"Inference for censored quantile regression models in longitudinal
  studies",2009-04-01
406,"Censored Truncated Sequential Spectrum Sensing for Cognitive Radio
  Networks",2011-06-10
407,Empirical Cummulative Density Function from a Univariate Censored Sample,2011-08-14
408,"Identification of Outlying Observations with Quantile Regression for
  Censored Data",2014-04-30
409,"Robust and Efficient Parameter Estimation based on Censored Data with
  Stochastic Covariates",2014-10-20
410,Censorship Resistance: Let a Thousand Flowers Bloom?,2014-12-04
411,"Censoring for Improved Sensing Performance in Infrastructure-less
  Cognitive Radio Networks",2015-02-06
412,Censored symmetric Lévy processes,2016-08-03
413,Bayesian Analysis of Censored Spatial Data Based on a Non-Gaussian Model,2017-06-18
414,"A Churn for the Better: Localizing Censorship using Network-level Path
  Churn and Network Tomography",2017-06-23
415,Detecting Censor Detection,2017-09-25
416,"A Simulation Comparison of Estimators of Conditional Extreme Value Index
  under Right Random Censoring",2017-09-25
417,"Nonparametric estimation of multivariate distribution function for
  truncated and censored lifetime data",2017-10-20
418,"Dependence modeling for recurrent event times subject to right-censoring
  with D-vine copulas",2017-12-15
419,L1-Penalized Censored Gaussian Graphical Model,2018-01-24
420,"Estimation of the extreme value index in a censorship framework:
  asymptotic and finite sample behaviour",2018-04-18
421,Learning to rank for censored survival data,2018-06-06
422,"Joint calibrated estimation of inverse probability of treatment and
  censoring weights for marginal structural models",2018-06-13
423,"A new mixture-based fixed-effect model for a biometrical case-study
  related to immunogenecity with highly censored data",2018-07-29
424,Constructing Stabilized Dynamic Treatment Regimes for Censored Data,2018-08-03
425,Ensemble Method for Censored Demand Prediction,2018-10-22
426,A likelihood-based approach for cure regression models,2018-12-13
427,"$K$-sample omnibus non-proportional hazards tests based on
  right-censored data",2019-01-17
428,Communication-Censored Distributed Stochastic Gradient Descent,2019-09-09
429,"Inverse Probability Weighted Estimators of Vaccine Effects Accommodating
  Partial Interference and Censoring",2019-10-08
430,The conditional censored graphical lasso estimator,2019-10-28
431,"Deep Survival Machines: Fully Parametric Survival Regression and
  Representation Learning for Censored Data with Competing Risks",2020-03-02
432,"A Low-Cost Algorithm for Adaptive Sampling and Censoring in Diffusion
  Networks",2020-08-05
433,"Communication Efficient Distributed Learning with Censored, Quantized,
  and Generalized Group ADMM",2020-09-14
434,Kaplan-Meier based tests for exponentiality in the presence of censoring,2020-11-09
435,Sampling with censored data: a practical guide,2020-11-17
436,"Modeling Censored Mobility Demand through Quantile Regression Neural
  Networks",2021-04-02
437,Censored Semi-Bandits for Resource Allocation,2021-04-12
438,"The Role of Occlusion: Potential Extension of the ICH E9 (R1) Addendum
  on Estimands and Sensitivity Analysis for Time-to-Event Oncology Studies",2022-03-04
439,"auton-survival: an Open-Source Package for Regression, Counterfactual
  Estimation, Evaluation and Phenotyping with Censored Time-to-Event Data",2022-04-15
440,"Variable Selection for Survival Data with A Class of Adaptive Elastic
  Net Techniques",2013-12-07
441,"Robust Bias Estimation for Kaplan-Meier Survival Estimator with
  Jackknifing",2013-12-14
442,"Estimating Latent Demand of Shared Mobility through Censored Gaussian
  Processes",2020-01-21
443,A censored mixture model for modeling risk taking,2020-02-19
444,Estimation and Inference about Tail Features with Tail Censored Data,2020-02-23
